,Name,account_url,bio,post_desc,post_img
91,Sarika Noopur Saxena,https://www.linkedin.com/in/sarika-noopur?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAGzmTQBSnuBZcaeyoI8bka21BCwMr5vhIs,"Green Fuels Division, Dalmia Cement (Bharat) Ltd.",Encouraging to see the collaboration opportunities in the plastic value chain. Privileged to participate in the technical workshop on EPR for plastic waste management.,https://media.licdn.com/dms/image/C4D22AQE-D1ntUDPb3w/feedshare-shrink_800/0/1656906857059?e=1683158400&v=beta&t=x1qlYvdZ0dVZjDtFrtCn1sMjgUssI9bYHJzHS-GeQ7o
92,Dr. Priyank Arya,https://www.linkedin.com/in/dr-priyank-arya-69055370?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA8H6QwB_1zMH0uonzlCprp2m5TF4C6kYWk,Founder Director EHS Services,"Finally #MoEFCC instructed to the #CPCB to made necessary changes in EPR Online portal wrt Uploading of Individual Invoices stated as “PIBOs can upload self declared audited statement of accounts for EPR target and invoices for last 2 years may be verified if required on need basis as part of Audit”

Also it is also clarified as, “If any micro and Small enterprises is not manufacturing Plastic Packaging, need not to do registration as Producer on EPR Portal”

This will be a great help to all plastic convertors, distributors and others.

If team start working with industry such awkward situations can be avoided. 🤔

For any further clarification do write us at",
93,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"#EPR #Moefcc #brands #brand #environment #recycling #sustainability #development #sustainabledevelopments #business #sustainability #epr #extendedproducerresponsibility #plastic #britannia #nestle #daburindia , , , , , , , , , .
, , , , , , , , , .",
94,Arushi Thakur,https://www.linkedin.com/in/arushithakur0596?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADL_BdEBk1KVC0indw_SrZ0IghieFU2LBVk,Senior Executive- Client Success at the trash co. | Extended Producer Responsibility | Plastic Neutrality | Circular Economy| Supporting PIBOs & PWPs in managing their plastic packaging waste by making them EPR Compliant,"Extended
Producer
Responsibility


Formally introduced by Thomas Lindhqvist in a 1990 Report submitted by him to the Swedish Ministry of the Environment, EPR has become a very powerful tool in the waste management arena.

This tool intends to minimize the environmental impact of a product by shifting the liability to the Producer.

Let me know in the comments if you found this to be helpful!",
95,Vishal Mehta,https://www.linkedin.com/in/vishal-mehta-56b33b8a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABLqRGMB5f2N1yXNRk6uv_D0KiaJYbxrh_s,Managing Director at Aquent Advance Material Technologies P Ltd,"Address #sustainability & #EPR needs through #AadiRegain Functional Aaditives
#plastindia2023 Hall5FF B24",https://media.licdn.com/dms/image/C4D22AQGIg8EY-3PcWQ/feedshare-shrink_800/0/1674875744925?e=1683158400&v=beta&t=jIvqhzXu7enFpKlyciv_NbAuJ46sk2LQQcU-jcw84nI
96,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"According to Central Pollution Control Board (CPCB), 1,671,025.48 Tonnes of Plastic Waste is target set under Extended Producers Responsibility (#EPR) as of 29.7.22, if recycled it can save

2,281,607 tonnes CO2-eq of emission
29,231,359,118 MJ of energy
and 14,065,574 m³ of water consumption
and Employment throughout the

And it is possible to Recycle most of it.

Provides, Robust infrastructure for channelization and sound disposal of .

State-of-the art up and running Plants in , , and many more upcoming plants (Few to be functional very soon) we aim to strengthen the further.

Let us make this possible together...Reach out to us for .

PS: Carbon Emission Calculation is done using tool 's PLACES.",https://media.licdn.com/dms/image/C4D22AQE0NJrtid_YUA/feedshare-shrink_800/0/1659191724687?e=1683158400&v=beta&t=6eR5cTp0ye8oM7cJyjvnwyJOxgcEImHwGYrVuBv26kY
97,Robert Lourembam,https://www.linkedin.com/in/robert-lourembam-18a15355?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAuXBjoBXgOEQ5-l9ZG1Vzlj4K6zbEy9vGs,Ex Airtel | Head HR | Likla | Manufacturing | Telecommunications | IT,"Being a Manufacturer of Packaged Drinking Water, we (#Likla) hold ourselves accountable and responsible to maintain a clean and sustainable environment while serving our services to the people.

As a part of our (CSR) program, Plastic Bottle Banks are kept at several locations of the State as our initiative and responsibility to help collect and recycle plastic bottles properly, as well as to reduce the littering of plastic bottles in the environment. This initiative strives to work towards a cleaner and greener Manipur.

If plastic bottles are properly recycled - it can be used to make many household items. Whenever and wherever possible we urge everyone to use the plastic bottle banks installed at different places across the city.

This initiative will also be a part of EPR (Extended Producer Responsibility)

♻️🚮 Be a part of CLEAN Manipur & GREEN Manipur !!",https://media.licdn.com/dms/image/C5622AQEYoyFfJkxioQ/feedshare-shrink_800/0/1660753330297?e=1683158400&v=beta&t=pdmM7oBcovaSkA3CcJhCYnq-uFARFVqIjaZk1-1_ZM8
98,Nandha gopal Senthikumar,https://www.linkedin.com/in/nandha-gopal-senthikumar-82b64221?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAASLLiMBgVb-ZuiW6OGZxcYLImbUqGgiCwk,"Plastic Waste Management Specialist, Circular Economy Professional.","Dear All,

As i am looking for an opening in the EPR, Circular Economy projects, Waste management projects, it would be great to receive a right referral. Thanks in advance for creating a value in my career.",
99,Mayur Gavhande,https://www.linkedin.com/in/mayur-gavhande-6b2004139?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGjbuYBqlzG8dx6s43VT4ZQb4xipNPGGp0,Assistant manager at SBSPL,I’m happy to share that I’m starting a new position as Assistant Manager at SBSPL #management #sales #epr,
100,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"#sustainableliving #sustainablefashion #environment #recycling #plasticfree #climatechange #circularfashion #design #slowfashion #innovation #reducereuserecycle #upcycle #eco #savetheplanet #economiacircular #reduce , , ,",
101,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.," ""There is an urgent need for implementing EPR in Plastic Packaging.

There is also a need for incorporating elements of recyclability in plastic packaging and promoting circular economy business models for systemic change in plastic waste management.
 
GIZ will assist the state government to develop the start-up and innovation ecosystem to support systems of alternative products
and service models ensuring reduction of plastic waste in the state of UP.”
 
- Dr. Rachna Arora, Team Leader, Project Circular Economy Solutions Preventing Marine Litter in Ecosystems, GIZ India
 
Invest for Plastic Free Uttar Pradesh
Date: 2 July 2022
Venue: Hilton Garden Inn, Lucknow
 
 ",https://media.licdn.com/dms/image/C4D22AQET7FTqLfYEvg/feedshare-shrink_800/0/1656788452544?e=1683158400&v=beta&t=o1ii3bmLJQCx6Mc5pAHQJ_z1b2Lnk5t2DY8TvOkc7-I
102,Sharda Pargaonkar,https://www.linkedin.com/in/shardapargaonkar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABIhMnoBqnQgRwB_3pS7AYkiwV0XDJIIDeY,Research Analyst | Clean Energy I Green Hydrogen & Ammonia,"Such a curated event by Saahas Zero Waste today at Lalbagh, Bengaluru.

Plogging at Lalbagh, followed by further segregation by Sahaas' team and then taking the waste to Green Earth Industries facility for further recycling.

Plastics are convenient but only till one uses it, the aftermath is too cumbersome if done rightly since it involves transportation, segregation, cleaning etc.

So inspiring to hear &",https://media.licdn.com/dms/image/C5622AQH2fh7fmhAV4g/feedshare-shrink_800/0/1660992942452?e=1683158400&v=beta&t=ONNrzBSxqY90IO0F4O1WBwxo1aMQ6OePzy6pl2UFRuY
103,Manojkumar Mishra,https://www.linkedin.com/in/manojkumar-mishra?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABjvll0BN7cH7nDPDkZtSx2XehYyN_LnE0s,Trying to change the perspective | Circular Economy | Sustainability | Waste Management |EPR CSR,"This is what we have #successfully achieved by not doing the #segregation at #source, and it will continue unless proper #recovery #chain is not getting established.

Only and doing post on s is not enough, we should work in the implementation part too.

This is the one of the small of our .

I think should go beyond the and work to avoid all these. The agencies should not only focus for selling but also look for of these coming out from Bio-mining.",https://media.licdn.com/dms/image/C4D22AQG5GvoZ87jWNw/feedshare-shrink_800/0/1662623162051?e=1683158400&v=beta&t=cwtgst-0EP3r1Gz6ZWmEBZ3AaVz6BvziOmZYd3Z1jOY
104,Kiran Kharkwal,https://www.linkedin.com/in/kirankharkwal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAUpE3sBCJxP7us3VgZOaQICaC1fhHBO31I,HR MANAGER at REKART INNOVATIONS PRIVATE LIMITED,"#JOINREKART #hiring #REKART
Looking for Business Development profiles with almost 3 years of experience.
We always love seeing #rekart team grow and sharing opportunities in LinkedIn.
#recruitment
#businessdevelopment",
105,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"""Plastic EPR Conference 2022""

It was a wonder and a delight to address such an #enthusiastic audience at the organized by the amazing folks at .

It was an to share my thoughts and insights on the opportunities and challenges faced by the sector of our nation.

The addresses learned about the current developments of on how we have successfully more than 10 lac MT plastic waste till now through our network of scrap collection centers located all over from Jammu to the southern-most states, employing 15k+ ragpickers with our equal opportunities program.

Further to strengthen ourselves and tackle the issue of on a substantially global level, we are on the way to building the largest recycling plant in our country by collaborating with . This new facility will be an add-on to our already existing plants at , , , and .

We’ve also entered into a strategic partnership with to establish a hassle-free platform for everyone globally associated with waste management. Our aim is to digitize the complete waste management ecosystem with a Digital Waste Management Platform based on .

However, strongly believe that this is not enough and for that, we plan to scale our developments in the foreseeable future by quadrupling our operations within the next 3-4 years.

Lastly, I would like to convey that with the implementation of a scrutinized and organized waste management with the help of , our beloved nation will prosper by literally turning waste into value.",
106,Rohan Singh Bais ⚡🔋♻️🩸,https://www.linkedin.com/in/rohan-singh-bais?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAs-eh0BJ-glASDDh0GKedlbt-crKIvU808,"Li-ion Battery Recycling + Circular Economy + Blockchain | Winner Villgro iPitch, Shell E4, Tata Social Alpha Energy| Harvard Business School | BITS PILANI |","Connect with ZiptraX CleanTech to be #EPR compliant for your #LithiumionBattery 🔋!New #BatteryWasteManagementRules2022, shall apply to producer, dealer, consumer, and entities involved in collection, segregation, transportation, refurbishment and recycling of waste from All types of batteries, regardless of chemistry, shape, volume, weight, material composition and use are covered under the rules.",
107,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"B2B Meet to promote single-use plastic alternatives in Uttar Pradesh on 5 September 2022. ♻️💡
 
Key Highlights:
👉 Piloting solutions in the state based on potential collaborations.
👉 Acknowledging the start-up ecosystem in the state, esp. for affordable alternatives to single-use plastics.
👉 Adequate support by the state government to manufacturers for the switch to eco-business.
👉Facilitating together, manufacturers and alternative providers, to effectively support the countrywide ban on identified .
👉Release of the summary document “Single-use plastic Alternative Innovators”, showcasing alternative solutions to by selected start-ups and innovators displayed during the Technology Exhibition, Uttar Pradesh Plastic Waste Management Conclave 2022.

All queries can be addressed to",https://media.licdn.com/dms/image/C4D22AQFZaU_9mGqZWA/feedshare-shrink_800/0/1662453719811?e=1683158400&v=beta&t=bRMti17m9fCQD7nHSzBFwH4dGSQYucPtCovBPY3FJsM
